nama_tempat,lat,lon,kategori,wilayah
Jawa Timur Resto,-7.8189366,110.3681857,restaurant,gunungkidul
Dapur Sambal,-7.8031499,110.3663213,restaurant,gunungkidul
Roka Ramen,-7.8173421,110.3811809,restaurant,gunungkidul
Bakso Tetelan Ambasador,-7.7829935,110.3835275,restaurant,gunungkidul
Indomie Bangladesh Bang Dwi,-7.7831358,110.3833811,restaurant,gunungkidul
Black Forest Cafe,-7.8194094,110.3682402,restaurant,gunungkidul
"Kedai Kebun Arts, Plants & Kitchen",-7.8181593,110.3628179,restaurant,gunungkidul
Warung Soto Mbah Darmi,-7.790646,110.4578251,restaurant,gunungkidul
Nasi Goreng TBK,-7.7828322,110.3794244,restaurant,gunungkidul
Monalisa Burger,-7.819783,110.3730567,restaurant,gunungkidul
Pawon Semar,-7.7963504,110.4652657,restaurant,gunungkidul
Kasmaran,-7.7950715,110.3654211,restaurant,gunungkidul
Pawon Kremesan Budhé,-7.8291341,110.3798478,restaurant,gunungkidul
Solaria,-7.7906132,110.3659882,restaurant,gunungkidul
Wizzmie,-7.7826066,110.3914036,restaurant,gunungkidul
City Grill,-7.8194988,110.3681692,restaurant,gunungkidul
Sekar Pizza,-7.8187959,110.3666073,restaurant,gunungkidul
Masama,-7.8187394,110.3647457,restaurant,gunungkidul
Chicken Shack,-7.8185648,110.3661823,restaurant,gunungkidul
Gudeg Yu Djum,-7.8044999,110.3667968,restaurant,gunungkidul
Gudeg Yu Djum,-7.8045266,110.366767,restaurant,gunungkidul
Bakmi Jowo,-7.805098,110.3648745,restaurant,gunungkidul
Special Bakmi dan Nasi Goreng,-7.8052657,110.3652756,restaurant,gunungkidul
Bale Raos,-7.8084916,110.3631225,restaurant,gunungkidul
House of Raminten,-7.7851589,110.3715184,restaurant,gunungkidul
tengkleng bhendjoyo kraton,-7.8027932,110.3656104,restaurant,gunungkidul
ge0fee,-7.7903094,110.363241,restaurant,gunungkidul
Yamie Singkawang,-7.8141018,110.3685087,restaurant,gunungkidul
Lele Crispy & Lele Geprek Mba Reva,-7.8239557,110.3621637,restaurant,gunungkidul
Depot Sintaka,-7.7824524,110.3656192,restaurant,gunungkidul
KALIKCA Ayam Geprek & Rice Bowl,-7.9960882,110.6487558,restaurant,gunungkidul
The Angkringan Resto KANATA BEEBAKARANT,-7.964908,110.6079114,restaurant,gunungkidul
Selarasa,-7.7989182,110.3626302,restaurant,gunungkidul
Prameswari Resto & Kopi,-7.7836447,110.4124637,restaurant,gunungkidul
Dapur Memayu Ngampilan,-7.7964061,110.3566512,restaurant,gunungkidul
Lesung,-7.7844383,110.5140468,restaurant,gunungkidul
Bakmi Jowo Mbah Gito,-7.8132945,110.3971573,restaurant,gunungkidul
Sate Kambing,-7.8620185,110.5404047,restaurant,gunungkidul
Bakwan Kawi 'DekNuna',-7.7820612,110.3707564,restaurant,gunungkidul
Haiwang Chinese Food,-7.9736826,110.5903678,restaurant,gunungkidul
Cething Jawa Tea & Resto,-7.9783729,110.5934602,restaurant,gunungkidul
Rumah Makan Sinar Minang,-7.7919691,110.386189,restaurant,gunungkidul
Warung Sorwit,-7.7871271,110.378718,restaurant,gunungkidul
Rumah Makan Adem Ayem,-7.7842823,110.3666127,restaurant,gunungkidul
Rumah Makan Bebek Goreng H.Slamet,-7.7838292,110.3666891,restaurant,gunungkidul
Bosanova Bilyard,-7.8088983,110.3711541,restaurant,gunungkidul
Taru Martani 1918 Coffee & Resto,-7.7911389,110.3812528,restaurant,gunungkidul
Omah Baciro,-7.7943754,110.3815821,restaurant,gunungkidul
Dapur Manado,-7.7912548,110.3848444,restaurant,gunungkidul
Mie Ayam Grabyas,-7.7888209,110.3766356,restaurant,gunungkidul
Superman,-7.7912041,110.3650423,restaurant,gunungkidul
Mahkota,-7.7963367,110.3642139,restaurant,gunungkidul
Pizza Hut,-7.7825977,110.3736409,restaurant,gunungkidul
Kantin Mawar,-7.7823942,110.4150097,restaurant,gunungkidul
Mie Ayam Bandung 59,-7.7832918,110.4310241,restaurant,gunungkidul
Ndalem Ngabean Resto,-7.8101593,110.3620934,restaurant,gunungkidul
Ndalem Ngabean,-7.8102129,110.3623925,restaurant,gunungkidul
Bale Raos,-7.8084809,110.3631104,restaurant,gunungkidul
ViaVia,-7.8193656,110.3714514,restaurant,gunungkidul
Mie Pelangi,-7.7896524,110.3733002,restaurant,gunungkidul
Angkringan Edylova,-7.789344,110.3738905,restaurant,gunungkidul
Soto Pak Sholeh,-7.7878869,110.3733302,restaurant,gunungkidul
Soyo Ayam Gamalama,-7.7891006,110.3730591,restaurant,gunungkidul
Sabana Fried Chicken,-7.7890882,110.3731177,restaurant,gunungkidul
Zona Fried Chicken,-7.8076809,110.4020419,restaurant,gunungkidul
Bakmi & Nais Goreng,-7.7848707,110.4780014,restaurant,gunungkidul
Warung Soto Ayam Bu Darmi,-7.7898108,110.4730579,restaurant,gunungkidul
Angkringan Janto,-7.7923641,110.4721268,restaurant,gunungkidul
Angkringan Cak Agus,-7.7910565,110.4727186,restaurant,gunungkidul
Warung Bu Ismi,-7.790188,110.4723884,restaurant,gunungkidul
M. Arifin,-7.7936473,110.4700264,restaurant,gunungkidul
Bakso Kojek Demit,-7.7896126,110.4859795,restaurant,gunungkidul
Bakso Solo,-7.7891949,110.4856573,restaurant,gunungkidul
Lotek Mbah Bu,-7.7884692,110.4851715,restaurant,gunungkidul
Lesehan PBS Penyet Belut Surabaya,-7.7888545,110.4824169,restaurant,gunungkidul
Dapur Zuzzan Kepiting Tampah,-7.7872495,110.4828313,restaurant,gunungkidul
Mie Ayam dan Bakso Pak Dul,-7.7900438,110.4828809,restaurant,gunungkidul
Bakmi Tan Grejo,-7.7932341,110.4838184,restaurant,gunungkidul
Sate Biawak Pak Tembong,-7.7893661,110.4790226,restaurant,gunungkidul
"Depot Dahar ""Bu Tuk""",-7.801939,110.3782744,restaurant,gunungkidul
Pondok Bakaran - Giwangan,-7.8297623,110.390115,restaurant,gunungkidul
Warmindo Ardhana,-7.7904003,110.3864755,restaurant,gunungkidul
Gudeg Djoyo,-7.8036743,110.4023315,restaurant,gunungkidul
Volcano,-7.7915726,110.3650228,restaurant,gunungkidul
Rocket Chicken,-7.8212026,110.4007156,restaurant,gunungkidul
Grobbak Korea Jogja,-7.8176027,110.3894669,restaurant,gunungkidul
Mie Ayam Bakso,-7.8430974,110.592149,restaurant,gunungkidul
Kantin Polbangtan,-7.8038649,110.3825353,restaurant,gunungkidul
Watu Langit,-7.7912025,110.5187155,restaurant,gunungkidul
Secret Garden Jogja,-7.8002354,110.3541992,restaurant,gunungkidul
Resto HeHa sky view,-7.8484806,110.4785863,restaurant,gunungkidul
Duta Minang,-7.7830522,110.413884,restaurant,gunungkidul
Pizza Hut,-7.7829331,110.4074015,restaurant,gunungkidul
Bakmi Mbah Gito,-7.813242,110.3971312,restaurant,gunungkidul
Kopi Pojok Omah Nongkrong Berbah,-7.8050705,110.4553215,restaurant,gunungkidul
Resto HeHa sky view,-7.849433,110.4781685,restaurant,gunungkidul
Taru Martani 1918 Coffee & Resto,-7.7908548,110.381273,restaurant,gunungkidul
Omah Godhong Kelor,-7.9570466,110.6608524,restaurant,gunungkidul
Taru Martani 1918 Coffee & Resto,-7.790726,110.3819498,restaurant,gunungkidul
Kopi Jos,-7.788877,110.365722,cafe,kota_yogyakarta
Melu Cafe,-7.7844877,110.3748777,cafe,kota_yogyakarta
Homestay Ndalem MJ,-7.8206242,110.3659364,cafe,kota_yogyakarta
Susu Kedelai,-7.7816362,110.3625475,cafe,kota_yogyakarta
Angkringan Pak Hari,-7.8093589,110.3771775,cafe,kota_yogyakarta
Internet cafe,-7.822373,110.3615389,cafe,kota_yogyakarta
Waroeng Surya,-7.8003872,110.3959924,cafe,kota_yogyakarta
Kedai Kanjeng Mami,-7.8163796,110.3623317,cafe,kota_yogyakarta
Mooi's Kitchen,-7.7803677,110.3733949,cafe,kota_yogyakarta
Pier 14 Coffee,-7.7869399,110.361719,cafe,kota_yogyakarta
Tea Factory,-7.7864131,110.362908,cafe,kota_yogyakarta
Angkringan KR Yogyakarta,-7.785619,110.3668128,cafe,kota_yogyakarta
Silol Cafe,-7.7843162,110.3746544,cafe,kota_yogyakarta
Kopi Bule,-7.785142,110.3735987,cafe,kota_yogyakarta
Kallula,-7.7844351,110.3727692,cafe,kota_yogyakarta
Legend Cafe,-7.78813,110.3730222,cafe,kota_yogyakarta
Starbucks,-7.7949429,110.3656557,cafe,kota_yogyakarta
Alun Alun Cafe,-7.8118304,110.3650558,cafe,kota_yogyakarta
Chatime,-7.7832759,110.3746782,cafe,kota_yogyakarta
Cokelat Dalem shop,-7.7995578,110.3620683,cafe,kota_yogyakarta
Heiho Loewak Coffee,-7.8096392,110.3610681,cafe,kota_yogyakarta
Dangan,-7.7915584,110.3647608,cafe,kota_yogyakarta
Icipono,-7.8136966,110.3686837,cafe,kota_yogyakarta
Just Juice,-7.8112659,110.3689481,cafe,kota_yogyakarta
Angkringan Gondrong,-7.8138188,110.3605561,cafe,kota_yogyakarta
Kiosk,-7.8187146,110.3682027,cafe,kota_yogyakarta
Omah Roti Sidomukti,-7.8067428,110.36117,cafe,kota_yogyakarta
The Civet house,-7.7900657,110.3637109,cafe,kota_yogyakarta
Raden Susu,-7.8078578,110.359174,cafe,kota_yogyakarta
Kopi Aceh,-7.805097,110.3655198,cafe,kota_yogyakarta
Lawas Café,-7.8201356,110.371987,cafe,kota_yogyakarta
SubStansi,-7.8206857,110.3731912,cafe,kota_yogyakarta
Sellie coffee,-7.8202523,110.3719679,cafe,kota_yogyakarta
Believe Coffee,-7.8197785,110.3674541,cafe,kota_yogyakarta
Java Juice,-7.8066245,110.36031,cafe,kota_yogyakarta
Pako Coffee,-7.8148959,110.3626498,cafe,kota_yogyakarta
Salami Kopi,-7.7908887,110.3640392,cafe,kota_yogyakarta
Maison Daruma,-7.7977161,110.3926953,cafe,kota_yogyakarta
Loko Cafe,-7.7902609,110.3754232,cafe,kota_yogyakarta
Jokteng,-7.8154613,110.3682879,cafe,kota_yogyakarta
SUA Coffee,-7.7939951,110.3647837,cafe,kota_yogyakarta
Ajaiba,-7.7991429,110.3629028,cafe,kota_yogyakarta
Starbucks,-7.7951464,110.3654214,cafe,kota_yogyakarta
Cup of Java (luwak kopi),-7.809716,110.3589076,cafe,kota_yogyakarta
Awor Gallery & Coffee,-7.780282,110.3734817,cafe,kota_yogyakarta
Starbucks,-7.7949335,110.365458,cafe,kota_yogyakarta
Starbucks,-7.7826063,110.3791029,cafe,kota_yogyakarta
Omah Kopi Loewak,-7.8090233,110.3621536,cafe,kota_yogyakarta
Tirana art house & kitchen,-7.8177449,110.3574554,cafe,kota_yogyakarta
Ruang Seduh,-7.8192176,110.369969,cafe,kota_yogyakarta
Kopi Pakpos,-7.8016447,110.3652865,cafe,kota_yogyakarta
Kebon Ndalem,-7.7825535,110.3668646,cafe,kota_yogyakarta
Dimsum Sembilan Naga,-7.7881903,110.3723525,cafe,kota_yogyakarta
Jeeva Cafe,-7.7848099,110.3753937,cafe,kota_yogyakarta
Awor Cafe,-7.7870483,110.3787277,cafe,kota_yogyakarta
Simetri Cafe,-7.7842538,110.3742482,cafe,kota_yogyakarta
Bincang Kopi,-7.7780601,110.3759366,cafe,kota_yogyakarta
Loko Coffee Shop,-7.7897939,110.3659966,cafe,kota_yogyakarta
Kopi Kemarin,-7.787066,110.3722044,cafe,kota_yogyakarta
Jnawi,-7.7857584,110.3759922,cafe,kota_yogyakarta
Janji Jiwa,-7.7833638,110.3750572,cafe,kota_yogyakarta
Threesna Cafe,-7.78753,110.3798397,cafe,kota_yogyakarta
Coolhands,-7.7885708,110.3776305,cafe,kota_yogyakarta
Mixue,-7.7831038,110.3807816,cafe,kota_yogyakarta
Isvara,-7.801965,110.3799505,cafe,kota_yogyakarta
Anak Panah Kopi,-7.7872561,110.3530087,cafe,kota_yogyakarta
Ruang Jaka Coffee & Free Wifi,-7.8078152,110.3588767,cafe,kota_yogyakarta
Cold'n Brew,-7.8233848,110.3678751,cafe,kota_yogyakarta
Pendopo Malioboro,-7.8028125,110.3657753,cafe,kota_yogyakarta
Satu Lokasi,-7.7852529,110.3760799,cafe,kota_yogyakarta
Kafe Le Solé,-7.780871,110.3775615,cafe,kota_yogyakarta
akkar Juice Bar,-7.811278,110.376791,cafe,kota_yogyakarta
Dropshot Espresso Bar,-7.8193423,110.3730208,cafe,kota_yogyakarta
Angkringan Lempungwangi,-7.7958976,110.372744,cafe,kota_yogyakarta
Omah Mapan Coworking Space & Cafe,-7.8068599,110.3900862,cafe,kota_yogyakarta
Chatime,-7.7970891,110.3651447,cafe,kota_yogyakarta
Mixue,-7.7859966,110.3524526,cafe,kota_yogyakarta
Atomic,-7.8185143,110.3658149,cafe,kota_yogyakarta
House of Chocolate Monggo & Gelato Tirtodipuran,-7.8184588,110.3635121,cafe,kota_yogyakarta
Coklat Cafe,-7.7788873,110.3753968,cafe,kota_yogyakarta
TUKU - Kotabaru,-7.785612,110.3739764,cafe,kota_yogyakarta
The Capsule,-7.7914592,110.364819,cafe,kota_yogyakarta
Tugu Lor,-7.7743483,110.3682132,cafe,kota_yogyakarta
Bolo Space,-7.7886245,110.3723604,cafe,kota_yogyakarta
Crônica Workspace,-7.7755521,110.3681848,cafe,kota_yogyakarta
Tanamera Coffee Indonesia,-7.7825671,110.3676318,cafe,kota_yogyakarta
Domore Cafe,-7.7796768,110.3769541,cafe,kota_yogyakarta
Couvee Reside,-7.7812392,110.3774213,cafe,kota_yogyakarta
GeBack,-7.7796962,110.3768438,cafe,kota_yogyakarta
TETRA Coffe & Eatery,-7.7803164,110.3779374,cafe,kota_yogyakarta
WZONE (Gym & Cafe),-7.8164264,110.3859337,cafe,kota_yogyakarta
Arka Coffee and Space,-7.810014,110.3603009,cafe,kota_yogyakarta
Longkang Kotagede,-7.831188,110.4000455,cafe,kota_yogyakarta
Tuan Muda Kafe,-7.8032713,110.3514533,cafe,kota_yogyakarta
Jeyahara,-7.7809693,110.3758375,cafe,kota_yogyakarta
Lekker Je,-7.7792105,110.3757915,cafe,kota_yogyakarta
Cafe Manuk Londho,-7.7918639,110.3721848,cafe,kota_yogyakarta
Ketemu Kopi & Roastery,-7.8206147,110.3620298,cafe,kota_yogyakarta
Warung Djawi,-7.826945,110.3989319,cafe,kota_yogyakarta
Warung Kopi Semesta,-7.7896591,110.3699654,cafe,kota_yogyakarta
Starbucks,-7.7834635,110.3870455,cafe,kota_yogyakarta
Kuliner Dermaga Cinta,-7.8303987,110.3936471,cafe,kota_yogyakarta
Indomaret,-7.7747631,110.3611163,convenience,kota_yogyakarta
Indomaret,-7.7807059,110.3610802,convenience,kota_yogyakarta
Indomaret,-7.7815015,110.3523723,convenience,kota_yogyakarta
Alfamart,-7.7733005,110.3682111,convenience,kota_yogyakarta
Alfamart,-7.7733154,110.3679778,convenience,kota_yogyakarta
Indomaret,-7.7802371,110.3755108,convenience,kota_yogyakarta
Indomaret Fresh,-7.7767676,110.3721303,convenience,kota_yogyakarta
Indomaret,-7.7745317,110.3681332,convenience,kota_yogyakarta
Vegie House,-7.7817908,110.3616568,convenience,kota_yogyakarta
Indomaret,-7.77682,110.3721411,convenience,kota_yogyakarta
Papa Rons Pizza,-7.7795662,110.3670879,restaurant,kota_yogyakarta
Gudeg Djoeminten,-7.7815487,110.3625314,restaurant,kota_yogyakarta
Burjo Lor,-7.7760359,110.3525102,restaurant,kota_yogyakarta
Bungong Jeumpa,-7.7780098,110.3644388,restaurant,kota_yogyakarta
Java Poetry,-7.7803248,110.3760422,restaurant,kota_yogyakarta
Pondok Makan Bu Mardi,-7.7818893,110.3752658,restaurant,kota_yogyakarta
Warung Makan Amunasi,-7.7816819,110.3794195,restaurant,kota_yogyakarta
Sushiruma,-7.7815735,110.3794209,restaurant,kota_yogyakarta
Warung 27,-7.7766031,110.3759177,restaurant,kota_yogyakarta
Bubur Ayam Jakarta,-7.777929,110.3758632,restaurant,kota_yogyakarta
Warung Makan DPR,-7.777716,110.3758917,restaurant,kota_yogyakarta
Warmindo Sumber Vitamin,-7.776414,110.3759234,restaurant,kota_yogyakarta
Warmindo,-7.7778615,110.3757179,restaurant,kota_yogyakarta
Nasi Uduk Uni Al,-7.7764892,110.3759239,restaurant,kota_yogyakarta
Warung Pak Jon,-7.777821,110.3758774,restaurant,kota_yogyakarta
Lingua eatery and coffee,-7.7774733,110.3607966,restaurant,kota_yogyakarta
Gudeg Yu Djum,-7.7708988,110.3682465,restaurant,kota_yogyakarta
Nikkou Ramen,-7.7725222,110.3681855,restaurant,kota_yogyakarta
Bakso & Mie Ayam Pak Togok,-7.779173,110.3839326,restaurant,kota_yogyakarta
5758 Mie Ayam Ceker,-7.7804403,110.3786863,restaurant,kota_yogyakarta
Geprek Bang Vijay,-7.7806951,110.3702326,restaurant,kota_yogyakarta
FAVOR Patisserie Pizzeria & Eatery,-7.7783039,110.3734969,restaurant,kota_yogyakarta
Burjo Borneo,-7.7788569,110.3801862,restaurant,kota_yogyakarta
Geprek Bang Vijay,-7.780674,110.370303,restaurant,kota_yogyakarta
Garasi 56,-7.7819584,110.3636078,restaurant,kota_yogyakarta
Backyard Smoke and Buns,-7.7809245,110.3620479,restaurant,kota_yogyakarta
Kalis Kitchen,-7.78037,110.3767006,restaurant,kota_yogyakarta
Penyetan Pakman,-7.7705444,110.3589481,restaurant,kota_yogyakarta
Arun 78,-7.7815153,110.3622174,restaurant,kota_yogyakarta
Ronde RaDen,-7.7812166,110.3607656,restaurant,kota_yogyakarta
Pondok Cabe,-7.777062,110.3736967,restaurant,kota_yogyakarta
Soto Kudus Pak Dewo,-7.7769841,110.374138,restaurant,kota_yogyakarta
Papa Rons Pizza,-7.7796833,110.3671509,restaurant,kota_yogyakarta
XTra Hot,-7.7767703,110.3742304,restaurant,kota_yogyakarta
Bumbu Desa,-7.7802111,110.3771464,restaurant,kota_yogyakarta
Gado Gado dan Lotek Bu Bagyo,-7.7803661,110.3785774,restaurant,kota_yogyakarta
BellyWise,-7.780401,110.3771306,restaurant,kota_yogyakarta
Burjo Kidul,-7.780125,110.3519954,restaurant,kota_yogyakarta
Sei Sapi Bone,-7.7773116,110.360914,restaurant,kota_yogyakarta
The Smith Caffe,-7.7098579,110.0127367,cafe,kulon_progo
D'WEDHANK WISATA SUROLOYO,-7.6472978,110.1802021,cafe,kulon_progo
Kopi Ampirono,-7.7502655,110.1912738,cafe,kulon_progo
Cozy Coffee Corner Purworejo,-7.7123664,110.011234,cafe,kulon_progo
Kopi Ampirono,-7.75014,110.1915045,cafe,kulon_progo
Kedai Kopi Gong Kulon Progo,-7.7177708,110.221719,cafe,kulon_progo
RIZ BAKERY & CAFE,-7.6603553,110.1570444,cafe,kulon_progo
PAWON WIDOSARI,-7.6567428,110.1475931,cafe,kulon_progo
Angkringan Mbak Sum,-7.6930097,110.0323958,cafe,kulon_progo
Starbucks,-7.8999209,110.0579842,cafe,kulon_progo
Karsa Cafe,-7.8680352,110.1550436,cafe,kulon_progo
D'Srupat Sruput,-7.8582467,110.1586903,cafe,kulon_progo
Bendosari Kopi,-7.7931979,110.2577487,cafe,kulon_progo
Alfamart,-7.8869587,110.0765831,convenience,kulon_progo
Alfamart,-7.8837405,110.1094163,convenience,kulon_progo
Indomaret,-7.9007765,110.0597524,convenience,kulon_progo
BiB Mart,-7.8752934,110.2317773,convenience,kulon_progo
Toko Sugito,-7.87446,110.2423111,convenience,kulon_progo
Toko GD,-7.8743057,110.2423111,convenience,kulon_progo
AM Mart,-7.7664443,110.2084575,convenience,kulon_progo
Tomira Nanggulan,-7.765959,110.2097688,convenience,kulon_progo
Indomaret Sentolo,-7.834364,110.220604,convenience,kulon_progo
Tomira (Indomaret) Sentolo,-7.8268034,110.2239572,convenience,kulon_progo
Alfamart,-7.8869833,110.0765726,convenience,kulon_progo
Alfamart,-7.857692,110.1469293,convenience,kulon_progo
Toko Qita & Pawkan Petshop,-7.8764683,110.1742229,convenience,kulon_progo
Warung,-7.807343,110.1291644,restaurant,kulon_progo
Romansa Kuliner,-7.7148774,110.0086402,restaurant,kulon_progo
Warung,-7.7666747,110.1159859,restaurant,kulon_progo
burjo,-7.824972,110.2293405,restaurant,kulon_progo
Kedai Kopi Pari,-7.7620365,110.1205538,restaurant,kulon_progo
Rumah Makan Ayam Goreng Laos,-7.711689,110.0084036,restaurant,kulon_progo
Bebek Goreng H. Slamet,-7.7133255,110.010622,restaurant,kulon_progo
Soto Semarang,-7.7132766,110.015364,restaurant,kulon_progo
Ayam Geprek Move On,-7.7136546,110.0142434,restaurant,kulon_progo
Sop KBM Purworejo,-7.7249042,110.0239326,restaurant,kulon_progo
Pangena Family Resto & Coffee Shop,-7.7232706,110.0048211,restaurant,kulon_progo
Warung Lesehan Mbak Tin,-7.7257353,110.0038764,restaurant,kulon_progo
Resto & Cafe H. Dargo,-7.7261416,110.0036982,restaurant,kulon_progo
Sambel Layah Purworejo,-7.7245345,110.0049182,restaurant,kulon_progo
Bakso & Mi Ayam Ceker Mas Nano,-7.7064119,110.0081165,restaurant,kulon_progo
Soto Salur Bu Mul,-7.7087503,110.0123217,restaurant,kulon_progo
Soto Kharisma,-7.7156576,110.0151884,restaurant,kulon_progo
Salero Minang Group,-7.7113903,110.0085899,restaurant,kulon_progo
Oye Oye Pizza and Platter,-7.7111923,110.0082895,restaurant,kulon_progo
Keik Tape 57 Purworejo,-7.7098727,110.0068706,restaurant,kulon_progo
Bebek Goreng Pak H.Dargo,-7.7084427,110.0115967,restaurant,kulon_progo
Bakmi Jowo Mas Yono,-7.7229762,110.0234225,restaurant,kulon_progo
Sate Tambak,-7.7199914,110.0242943,restaurant,kulon_progo
Bakso Rudal,-7.7152749,110.0188319,restaurant,kulon_progo
Warung Makan Reny,-7.7133466,110.0159325,restaurant,kulon_progo
Gendhis Resto,-7.8193809,110.1209326,restaurant,kulon_progo
Terasloka,-7.8472975,110.2157772,restaurant,kulon_progo
Kopi Mego,-7.761378,110.1180914,restaurant,kulon_progo
Ayam Goreng Bu Hartin,-7.8913023,110.1241812,restaurant,kulon_progo
Geblek Menoreh View,-7.7495962,110.2060595,restaurant,kulon_progo
Warung Makan Lesehan Bu Bono,-7.7528765,110.2069735,restaurant,kulon_progo
Geblek Pari,-7.7458118,110.2058542,restaurant,kulon_progo
Mahaloka Paradise,-7.7473426,110.2060139,restaurant,kulon_progo
Bakso & Mie Ayam Pak Bagong,-7.7525904,110.2280582,restaurant,kulon_progo
Kedai Kuliner Kembang Langit,-7.7519855,110.2045843,restaurant,kulon_progo
Pecel Lele Cak Parto,-7.72482,110.0236449,restaurant,kulon_progo
Mbah Marsoem,-7.7204438,110.0386037,restaurant,kulon_progo
Sategedhe Pasar Minggir,-7.7324591,110.243338,restaurant,kulon_progo
Angkingan (Modern) Tjakruk,-7.8477477,110.1596675,restaurant,kulon_progo
ayam geprek shadian,-7.7727931,110.1916117,restaurant,kulon_progo
Warung Makan Bu Rosella,-7.7728354,110.1908413,restaurant,kulon_progo
warung mie ayam,-7.7730154,110.1923531,restaurant,kulon_progo
nasi padang,-7.772927,110.1921905,restaurant,kulon_progo
Tebing Gunung Gajah,-7.7769327,110.1076419,restaurant,kulon_progo
Mie Ayam Baso Ceker Miri,-7.8607899,110.1643311,restaurant,kulon_progo
Mie Ayam Baso @Kriyanan,-7.8623582,110.1631844,restaurant,kulon_progo
Angkringan Gaul,-7.8623615,110.1626587,restaurant,kulon_progo
Warung Afif,-7.8618527,110.1619774,restaurant,kulon_progo
Warung Gepuro,-7.798984,110.189898,restaurant,kulon_progo
Skiph,-7.6946018,110.2232157,restaurant,kulon_progo
rumah makan bu darmi,-7.8241893,110.23115,restaurant,kulon_progo
burjo,-7.826207,110.2272033,restaurant,kulon_progo
Tahuleg Bu Setun Sudi Mampir,-7.8058113,110.1151324,restaurant,kulon_progo
YU SUM,-7.8842782,110.0375966,restaurant,kulon_progo
Rumah Makan Pandansari,-7.8860308,110.0612797,restaurant,kulon_progo
Mie Ayam Ceker dan Bakso Mr. Kiting,-7.8124459,110.1164106,restaurant,kulon_progo
Kopi Klotok Menoreh,-7.7504834,110.1970664,restaurant,kulon_progo
Bakso Mie Ayam Wiro,-7.7265841,110.2345498,restaurant,kulon_progo
Kedai 24,-7.7340935,110.3931782,cafe,sleman
Cafe league,-7.7342549,110.3628321,cafe,sleman
LIQUID,-7.7560164,110.3622366,cafe,sleman
Warung Mas Kali,-7.7338334,110.3887572,cafe,sleman
Jogja Milk,-7.7725708,110.397668,cafe,sleman
Rumah Bawah Coffee & Chill,-7.7676979,110.3925928,cafe,sleman
Warung Kopi Lidah Ibu,-7.7723343,110.3917411,cafe,sleman
Lagani Cafe,-7.7799289,110.3908767,cafe,sleman
Lux Coffee,-7.7724642,110.3973456,cafe,sleman
BlackBone Coffee,-7.7606603,110.3819646,cafe,sleman
Lebah Jus,-7.7653831,110.3818171,cafe,sleman
Kedai OAK,-7.7610845,110.4038467,cafe,sleman
Cafetaria d Zef,-7.7677893,110.4171939,cafe,sleman
Forty eight Ice Blend,-7.7636638,110.3950571,cafe,sleman
Hestek Kopi,-7.7580522,110.381883,cafe,sleman
Peacock Coffee,-7.7434003,110.3740773,cafe,sleman
Socius,-7.7784942,110.4145745,cafe,sleman
Luxury,-7.759454,110.3814196,cafe,sleman
Dongeng kopi jogja,-7.7596505,110.4036516,cafe,sleman
matchamu,-7.7641158,110.409753,cafe,sleman
Loops,-7.7666939,110.405899,cafe,sleman
Njendelo Tanah Airkoe,-7.7543773,110.3909672,cafe,sleman
Babylon cafe & resto,-7.7597917,110.4036304,cafe,sleman
Came Kubu Kiri Amikom,-7.764138,110.4192601,cafe,sleman
Pistacchio Gelato,-7.7738104,110.3890532,cafe,sleman
studio kopi,-7.7758886,110.4157197,cafe,sleman
Kopi Merapi,-7.602614,110.4459924,cafe,sleman
Capcuz,-7.7518178,110.4110823,cafe,sleman
Epic coffee,-7.7342053,110.3774333,cafe,sleman
Cinema Bakery,-7.7427933,110.3743082,cafe,sleman
Starbucks,-7.7822906,110.401511,cafe,sleman
Kopi Tengkleng,-7.7034528,110.3738935,cafe,sleman
Refresh Cafe,-7.7555334,110.3825844,cafe,sleman
Couve,-7.7603595,110.3812722,cafe,sleman
Dalem Djojodiningrat,-7.7612017,110.3817184,cafe,sleman
blackbone coffe,-7.7600317,110.3832665,cafe,sleman
Kedai Kopi Paste,-7.7641875,110.3791357,cafe,sleman
Kopi kinanti,-7.7635201,110.3779815,cafe,sleman
Seven stones Coffe Specially,-7.7602888,110.379763,cafe,sleman
Laju Kopi Cepat,-7.7609119,110.380013,cafe,sleman
Amongcoffee,-7.776361,110.3457892,cafe,sleman
Ekologi Desk & Coffee,-7.7583319,110.3920192,cafe,sleman
zkitchen coffee&resto,-7.741374,110.3692409,cafe,sleman
Kopen Coffee,-7.7560014,110.4019174,cafe,sleman
Ruminate,-7.7505754,110.3734439,cafe,sleman
Belluga,-7.7688202,110.390255,cafe,sleman
Kedai NyonyaMuda,-7.8008599,110.3216516,cafe,sleman
Point Coffee,-7.7283714,110.3989862,cafe,sleman
Point Coffee,-7.7606429,110.3692488,cafe,sleman
Nasi Goreng MASHA,-7.7712239,110.389875,cafe,sleman
Angkringan Sempulur Jogja,-7.726662,110.4351778,cafe,sleman
Warung Kopi Tobong Boto,-7.7370356,110.447031,cafe,sleman
Cafe Ngopa Ngopi Ngopo,-7.7357146,110.4382015,cafe,sleman
Menantea,-7.7698831,110.4096128,cafe,sleman
Cafe Lintas Senja,-7.7839631,110.4469483,cafe,sleman
belikopi.,-7.7640881,110.4114839,cafe,sleman
Susuperah,-7.753191,110.4481888,cafe,sleman
Mbah Mayor Cafe,-7.7415584,110.4510856,cafe,sleman
